,DUN_GRUP,DUN_CULTIU,Voronoi_1,ID_Voronoi,Municipi,Codi_munic,Comarca,Codi_comar,ID_CUENCA,CUENCA,ID_SUBCUEN,N_SUBCUENC,SUBCUENCAS,yield_kgHA,Voronoi_ag,Vor_ag_Num,Fid,Area,FoodTons_N,P_Manure,P_Fertiliser,P_Struvite,P_Compost,P_In,P_PO43-,P_Harvest,P_Out,P_Balance,P_bln_check
86,FRUITA DOLCA,CIRERERS,CIRERERS,19,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2400.0,CIRERERS,8,86,1438.5877,0.345,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
87,OLIVERAR,OLIVERES,OLIVERES,51,Sant Vicenç dels Horts,82634,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,EL LLOBREGAT,2500.0,OLIVERARS,23,87,2705.0066,0.676,0,0.0,5.0,0,5.0,0.0,5.0,5.0,0.0,Enough
88,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,Sant Vicenç dels Horts,82634,Baix Llobregat,11,4,Llobregat,57293,RIERA DE TORRELLES,EL LLOBREGAT,13633.0,FRUITERS NO CITRICS,15,88,1542.5866,2.103,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
89,HORTICOLES,HORTA,HORTA,43,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,20332.0,HORTA,19,89,182.4875,0.371,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
90,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis,4,Begues,80207,Baix Llobregat,11,4,Llobregat,57141,RIERA DE BEGUES,RIERES DE GARRAF,1350.0,HORTA,19,90,26741.9141,3.61,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
91,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis,4,Begues,80207,Baix Llobregat,11,4,Llobregat,57141,RIERA DE BEGUES,RIERES DE GARRAF,1350.0,HORTA,19,91,3776.5713,0.51,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
92,HORTICOLES,HORTA,Altres conreus herbacis,4,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,3700.0,HORTA,19,92,6251.7619,2.313,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
93,HORTICOLES,HORTA,Altres conreus herbacis,4,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,3700.0,HORTA,19,93,1347.8938,0.499,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
94,HORTICOLES,HORTA,Altres conreus herbacis,4,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,3700.0,HORTA,19,94,225.1383,0.083,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
95,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Fruiters no cítrics,29,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,5438.0,FRUITERS NO CITRICS,15,95,10209.9174,5.552,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
96,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis en bancals,7,Begues,80207,Baix Llobregat,11,4,Llobregat,57101,RIERA DE JAFRE,RIERES DE GARRAF,1350.0,HORTA,19,96,1575.9207,0.213,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
97,HORTICOLES,HORTA,Altres conreus herbacis abandonats - prats en zones agrícoles,5,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,12867.0,ALTRES CONREUS HERBACIS,1,97,8084.2627,10.402,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
98,HORTICOLES,HORTA,Altres conreus herbacis abandonats - prats en zones agrícoles,5,Gavà,80898,Baix Llobregat,11,4,Llobregat,57252,RIERA DELS CANYARS,RIERES DE GARRAF,12867.0,ALTRES CONREUS HERBACIS,1,98,143.6745,0.185,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
99,HORTICOLES,HORTA,Fruiters no cítrics,29,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,5438.0,FRUITERS NO CITRICS,15,99,221.3083,0.12,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
100,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Fruiters no cítrics,29,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,5438.0,FRUITERS NO CITRICS,15,100,858.5263999999999,0.467,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
101,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis,4,Begues,80207,Baix Llobregat,11,4,Llobregat,57141,RIERA DE BEGUES,RIERES DE GARRAF,1350.0,HORTA,19,101,225.1355,0.03,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
102,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Fruiters no cítrics,29,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,5438.0,FRUITERS NO CITRICS,15,102,1125.6796,0.612,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
103,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis,4,Begues,80207,Baix Llobregat,11,4,Llobregat,57141,RIERA DE BEGUES,RIERES DE GARRAF,1350.0,HORTA,19,103,3100.9857,0.419,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
104,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis,4,Begues,80207,Baix Llobregat,11,4,Llobregat,57141,RIERA DE BEGUES,RIERES DE GARRAF,1350.0,HORTA,19,104,31008.1101,4.186,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
105,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis,4,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,1350.0,HORTA,19,105,5520.3318,0.745,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
106,HORTICOLES,HORTA,Altres conreus herbacis,4,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,1350.0,HORTA,19,106,4475.5317,0.604,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
107,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Begues,80207,Baix Llobregat,11,4,Llobregat,57101,RIERA DE JAFRE,RIERES DE GARRAF,1350.0,HORTA,19,107,225.1307,0.03,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
108,HORTICOLES,HORTA,Fruiters no cítrics,29,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,5438.0,FRUITERS NO CITRICS,15,108,3585.7651,1.95,0,0.0,5.9818,0,5.9818,0.0,5.9818,5.9818,0.0,Enough
109,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Begues,80207,Baix Llobregat,11,4,Llobregat,57101,RIERA DE JAFRE,RIERES DE GARRAF,1350.0,HORTA,19,109,1125.6534,0.152,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
110,HORTICOLES,HORTA,Altres conreus herbacis,4,Gavà,80898,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,1350.0,HORTA,19,110,132.9972,0.018,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
111,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Begues,80207,Baix Llobregat,11,4,Llobregat,57101,RIERA DE JAFRE,RIERES DE GARRAF,1350.0,HORTA,19,111,225.1311,0.03,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
112,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Begues,80207,Baix Llobregat,11,4,Llobregat,57101,RIERA DE JAFRE,RIERES DE GARRAF,1350.0,HORTA,19,112,5306.3977,0.716,0,0.0,16.2,0,16.2,0.0,16.2,16.2,0.0,Enough
113,FRUITA DOLCA,CIRERERS,CIRERERS,19,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2400.0,CIRERERS,8,113,1352.2646,0.325,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
114,FRUITA DOLCA,CIRERERS,CIRERERS,19,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,3800.0,CIRERERS,8,114,222.7255,0.085,0,0.0,5.016,0,5.016,0.0,5.016,5.016,0.0,Enough
115,FRUITA DOLCA,CIRERERS,CIRERERS,19,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,3800.0,CIRERERS,8,115,225.1413,0.086,0,0.0,5.016,0,5.016,0.0,5.016,5.016,0.0,Enough
116,FRUITA DOLCA,CIRERERS,CIRERERS,19,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,3800.0,CIRERERS,8,116,223.8755,0.085,0,0.0,5.016,0,5.016,0.0,5.016,5.016,0.0,Enough
117,FRUITA DOLCA,CIRERERS,CIRERERS,19,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,3800.0,CIRERERS,8,117,105.6164,0.04,0,0.0,5.016,0,5.016,0.0,5.016,5.016,0.0,Enough
118,FRUITA DOLCA,CIRERERS,CIRERERS,19,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2400.0,CIRERERS,8,118,154.1528,0.037,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
119,FRUITA DOLCA,CIRERERS,CIRERERS,19,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2400.0,CIRERERS,8,119,225.1414,0.054,0,0.0,3.168,0,3.168,0.0,3.168,3.168,0.0,Enough
120,FRUITA DOLCA,CIRERERS,CIRERERS,19,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,3800.0,CIRERERS,8,120,225.1414,0.086,0,0.0,5.016,0,5.016,0.0,5.016,5.016,0.0,Enough
121,FRUITA DOLCA,FIGUERA,Altres conreus herbacis en regadiu,9,el Prat de Llobregat,81691,Baix Llobregat,11,4,Llobregat,57273,BRAÇ DE LA VIDALA,RIERES DEL PLA DEL LLOBREGAT,3700.0,ALTRES CONREUS HERBACIS,1,121,27816.4423,10.292,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
122,FRUITA DOLCA,FIGUERA,Altres conreus herbacis en regadiu,9,el Prat de Llobregat,81691,Baix Llobregat,11,4,Llobregat,57273,BRAÇ DE LA VIDALA,RIERES DEL PLA DEL LLOBREGAT,3700.0,ALTRES CONREUS HERBACIS,1,122,256903.9786,95.054,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
123,FRUITA DOLCA,FIGUERA,Altres conreus herbacis en regadiu,9,el Prat de Llobregat,81691,Baix Llobregat,11,4,Llobregat,57273,BRAÇ DE LA VIDALA,RIERES DEL PLA DEL LLOBREGAT,3700.0,ALTRES CONREUS HERBACIS,1,123,95725.449,35.418,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
124,FRUITA DOLCA,FIGUERA,Altres conreus herbacis en regadiu,9,el Prat de Llobregat,81691,Baix Llobregat,11,4,Llobregat,57273,BRAÇ DE LA VIDALA,RIERES DEL PLA DEL LLOBREGAT,3700.0,ALTRES CONREUS HERBACIS,1,124,12558.2676,4.647,0,0.0,44.4,0,44.4,0.0,44.4,44.4,0.0,Enough
125,HORTICOLES,HORTA,HORTA,43,el Prat de Llobregat,81691,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,RIERES DEL PLA DEL LLOBREGAT,20332.0,HORTA,19,125,63481.2668,129.07,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
126,HORTICOLES,HORTA,HORTA,43,el Prat de Llobregat,81691,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,RIERES DEL PLA DEL LLOBREGAT,20332.0,HORTA,19,126,175.3825,0.357,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
127,HORTICOLES,HORTA,HORTA,43,el Prat de Llobregat,81691,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,RIERES DEL PLA DEL LLOBREGAT,20332.0,HORTA,19,127,67567.752,137.379,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
128,HORTICOLES,HORTA,HORTA,43,el Prat de Llobregat,81691,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,RIERES DEL PLA DEL LLOBREGAT,20332.0,HORTA,19,128,499739.9479,1016.071,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
129,FRUITA DOLCA,CIRERERS,CIRERERS,19,Sant Climent de Llobregat,82042,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,3800.0,CIRERERS,8,129,225.1403,0.086,0,0.0,5.016,0,5.016,0.0,5.016,5.016,0.0,Enough
130,HORTICOLES,HORTA,HORTA,43,el Prat de Llobregat,81691,Baix Llobregat,11,4,Llobregat,57275,RIU LLOBREGAT,RIERES DEL PLA DEL LLOBREGAT,20332.0,HORTA,19,130,24963.4572,50.756,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
131,CEREALS,CIVADA,Altres conreus herbacis abandonats regadiu no regat - prats en zones agrícoles,6,Viladecans,83015,Baix Llobregat,11,3,Garraf,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,43933.0,ALTRES CONREUS HERBACIS,1,131,4684.619,20.581,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
132,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis abandonats regadiu no regat - prats en zones agrícoles,6,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,43933.0,ALTRES CONREUS HERBACIS,1,132,2320.2513,10.194,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
133,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis abandonats regadiu no regat - prats en zones agrícoles,6,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,43933.0,ALTRES CONREUS HERBACIS,1,133,3120.1795,13.708,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
134,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis abandonats regadiu no regat - prats en zones agrícoles,6,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,43933.0,ALTRES CONREUS HERBACIS,1,134,91291.2729,401.07,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
135,CEREALS,CIVADA,CIVADA,20,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,2100.0,CIVADA,9,135,439.4551,0.092,0,0.0,25.2,0,25.2,0.0,25.2,25.2,0.0,Enough
136,HORTICOLES,HORTA,HORTA,43,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,20332.0,HORTA,19,136,413.457,0.841,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
137,HORTICOLES,HORTA,HORTA,43,Cervelló,80689,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,137,475.0453,0.966,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
138,HORTICOLES,HORTA,HORTA,43,Cervelló,80689,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,138,1800.567,3.661,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
139,HORTICOLES,HORTA,HORTA,43,Castelldefels,80569,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,20332.0,HORTA,19,139,505.3038,1.027,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
140,HORTICOLES,HORTA,HORTA,43,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,20332.0,HORTA,19,140,5392.8485,10.965,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
141,HORTICOLES,HORTA,Fruiters no cítrics en regadiu,34,Gavà,80898,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,13633.0,FRUITERS NO CITRICS,15,141,37507.3593,51.134,0,0.0,14.9963,0,14.9963,0.0,14.9963,14.9963,0.0,Enough
142,HORTICOLES,HORTA,HORTA,43,Viladecans,83015,Baix Llobregat,11,3,Garraf,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,20332.0,HORTA,19,142,8550.6355,17.385,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
143,HORTICOLES,HORTA,HORTA,43,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,20332.0,HORTA,19,143,56329.9454,114.53,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
144,CEREALS,CIVADA,Horta familiar,44,Barberà del Vallès,82520,Valles Occidental,40,5,Besos,59535,RIU RIPOLL,EL BESÃ?S,21836.0,HORTA,19,144,196.0367,0.428,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
145,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis abandonats regadiu no regat - prats en zones agrícoles,6,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,43933.0,ALTRES CONREUS HERBACIS,1,145,12792.4962,56.201,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
146,CEREALS,CIVADA,Altres conreus herbacis abandonats regadiu no regat - prats en zones agrícoles,6,Viladecans,83015,Baix Llobregat,11,4,Llobregat,57260,RIERA DE SANT CLIMENT,RIERES DE GARRAF,43933.0,ALTRES CONREUS HERBACIS,1,146,6227.9536,27.361,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
147,ALTRES USOS,VECA I CIVADA,VECA I CIVADA,65,Sant Cugat del Vallès,82055,Valles Occidental,40,5,Besos,57346,RIERA DE RUBI,EL LLOBREGAT,1000.0,VECA I CIVADA,37,147,155.1011,0.016,0,0.0,12.0,0,12.0,0.0,12.0,12.0,0.0,Enough
148,CEREALS,TRITICALE,TRITICALE,64,Barberà del Vallès,82520,Valles Occidental,40,5,Besos,59567,TORRENT DE CAN DURAN,EL BESÃ?S,3000.0,TRITICALE,36,148,8695.0296,2.609,0,0.0,12.0,0,12.0,0.0,12.0,12.0,0.0,Enough
149,CEREALS,TRITICALE,TRITICALE,64,Barberà del Vallès,82520,Valles Occidental,40,5,Besos,59567,TORRENT DE CAN DURAN,EL BESÃ?S,3000.0,TRITICALE,36,149,1053.4687,0.316,0,0.0,12.0,0,12.0,0.0,12.0,12.0,0.0,Enough
150,CEREALS,TRITICALE,TRITICALE,64,Montcada i Reixac,81252,Valles Occidental,40,5,Besos,59567,TORRENT DE CAN DURAN,EL BESÃ?S,3000.0,TRITICALE,36,150,68.9794,0.021,0,0.0,12.0,0,12.0,0.0,12.0,12.0,0.0,Enough
151,CEREALS,TRITICALE,TRITICALE,64,Barberà del Vallès,82520,Valles Occidental,40,5,Besos,59567,TORRENT DE CAN DURAN,EL BESÃ?S,3000.0,TRITICALE,36,151,24630.6157,7.389,0,0.0,12.0,0,12.0,0.0,12.0,12.0,0.0,Enough
152,CEREALS,ORDI,ORDI,52,Ripollet,81803,Valles Occidental,40,5,Besos,59535,RIU RIPOLL,EL BESÃ?S,2700.0,ORDI,24,152,355.4834,0.096,0,0.0,2.7,0,2.7,0.0,2.7,2.7,0.0,Enough
153,CEREALS,CIVADA,CIVADA,20,Barberà del Vallès,82520,Valles Occidental,40,5,Besos,59567,TORRENT DE CAN DURAN,EL BESÃ?S,1600.0,CIVADA,9,153,479.5639,0.077,0,0.0,19.2,0,19.2,0.0,19.2,19.2,0.0,Enough
154,CEREALS,ORDI,ORDI,52,Montcada i Reixac,81252,Valles Occidental,40,5,Besos,59728,RIERA DE GALLECS,EL BESÃ?S,2700.0,ORDI,24,154,357.5586,0.097,0,0.0,2.7,0,2.7,0.0,2.7,2.7,0.0,Enough
155,HORTICOLES,HORTA,Altres conreus herbacis abandonats regadiu no regat - prats en zones agrícoles,6,Castelldefels,80569,Baix Llobregat,11,3,Garraf,57251,FONDO D'AIMARIC,RIERES DE GARRAF,12867.0,ALTRES CONREUS HERBACIS,1,155,3806.6132,4.898,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
156,HORTICOLES,HORTA,HORTA,43,Castelldefels,80569,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,20332.0,HORTA,19,156,3775.3984,7.676,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
157,HORTICOLES,HORTA,HORTA,43,Castelldefels,80569,Baix Llobregat,11,3,Garraf,57252,RIERA DELS CANYARS,RIERES DE GARRAF,20332.0,HORTA,19,157,533.0731,1.084,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
158,OLIVERAR,OLIVERES,Horta familiar,44,la Palma de Cervelló,89058,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,158,318.4982,0.648,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
159,OLIVERAR,OLIVERES,Horta familiar,44,la Palma de Cervelló,89058,Baix Llobregat,11,4,Llobregat,57307,RIERA DE CERVELLO,EL LLOBREGAT,20332.0,HORTA,19,159,579.7846,1.179,0,0.0,80.0,0,80.0,0.0,80.0,80.0,0.0,Enough
160,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,1580.0,HORTA,19,160,225.152,0.036,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
161,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,1580.0,HORTA,19,161,154.16,0.024,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
162,GUARET,GUARET NO SIE/ SUP. LLIURE SE*,Altres conreus herbacis,4,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,2368.0,HORTA,19,162,2701.8076,0.64,0,0.0,28.416,0,28.416,0.0,28.416,28.416,0.0,Enough
163,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,2368.0,HORTA,19,163,376.3437,0.089,0,0.0,28.416,0,28.416,0.0,28.416,28.416,0.0,Enough
164,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,1580.0,HORTA,19,164,271.1868,0.043,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
165,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,1580.0,HORTA,19,165,225.1523,0.036,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
166,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,1580.0,HORTA,19,166,154.1599,0.024,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
167,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,1580.0,HORTA,19,167,144.1828,0.023,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
168,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,1580.0,HORTA,19,168,225.1522,0.036,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
169,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,1580.0,HORTA,19,169,4098.4185,0.648,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
170,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,1580.0,HORTA,19,170,225.1523,0.036,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
171,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,1580.0,HORTA,19,171,225.1523,0.036,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
172,GUARET,GUARET SIE/ SUP. LLIURE SEMBRA,Altres conreus herbacis,4,Cerdanyola del Vallès,82665,Valles Occidental,40,5,Besos,59536,RIERA DE SANT CUGAT,EL BESÃ?S,1580.0,HORTA,19,172,9990.5695,1.579,0,0.0,18.96,0,18.96,0.0,18.96,18.96,0.0,Enough
