,Fid,Area,WE_mm_ha_yr
3261,3261.0,0.010277240000000002,0.0
3262,3262.0,0.7794072500000001,0.0
3263,3263.0,0.022774950000000002,0.0
3264,3264.0,0.3633306,0.0
3265,3265.0,0.01636563,0.0
3266,3266.0,0.227665,1161.4125368414116
3267,3267.0,0.41008257000000004,1251.205014638881
3268,3268.0,0.36941484,1360.6698610158705
3269,3269.0,0.25817483,719.5995845141061
3270,3270.0,0.019461850000000003,41817.170315257805
3271,3271.0,0.12613322000000002,6452.221675622012
3272,3272.0,0.11014556,7388.763524376291
3273,3273.0,0.0047576400000000005,0.0
3274,3274.0,0.023906290000000004,0.0
3275,3275.0,0.19483739000000003,0.0
3276,3276.0,0.0024891500000000003,0.0
3277,3277.0,0.0107841,0.0
3278,3278.0,0.26195974,0.0
3279,3279.0,0.55003267,576.3182020624339
3280,3280.0,0.07450175,6516.56703701591
3281,3281.0,0.19972477,1383.8398632277813
3282,3282.0,0.03390638,15627.792878508413
3283,3283.0,0.13014243,0.0
3284,3284.0,0.00027158000000000005,0.0
3285,3285.0,0.47803977999999997,0.0
3286,3286.0,0.16804689,0.0
3287,3287.0,0.75853287,0.0
3288,3288.0,0.39189621,0.0
3289,3289.0,0.10638579000000001,0.0
3290,3290.0,0.03680936,0.0
3291,3291.0,0.21562057,0.0
3292,3292.0,0.41139841,0.0
3293,3293.0,0.07113102,0.0
3294,3294.0,0.043861880000000006,0.0
3295,3295.0,0.35007417,0.0
3296,3296.0,0.13668436,0.0
3297,3297.0,0.60138385,468.6676720700098
3298,3298.0,0.04542338,0.0
3299,3299.0,0.76111565,463.3071116064949
3300,3300.0,0.15503577000000002,0.0
3301,3301.0,0.32907291,1610.2263899510901
3302,3302.0,0.22188825000000004,1428.6193137761913
3303,3303.0,0.01011695,29791.803236153195
3304,3304.0,0.13750668000000002,1698.5706119877225
3305,3305.0,0.37221758,916.180844682296
3306,3306.0,0.18269759,1863.9337538606833
3307,3307.0,1.7822073400000003,177.86585900269043
3308,3308.0,0.12954642,2379.343967204961
3309,3309.0,2.74402653,114.67444627803944
3310,3310.0,0.16389166000000002,1931.5989218121288
3311,3311.0,0.12132472000000001,2609.3029825249137
3312,3312.0,0.28378950000000003,1117.003410802725
3313,3313.0,0.5099509200000001,619.5024184876459
3314,3314.0,0.24964427000000003,1269.7821562257366
3315,3315.0,0.19115134,1665.582357152192
3316,3316.0,0.01570217,34524.84142319183
3317,3317.0,0.08971598,2902.6028919262767
3318,3318.0,0.01375195,39356.056377459194
3319,3319.0,0.09969838,3044.3629349845005
3320,3320.0,0.05992005000000001,14361.147806118319
3321,3321.0,0.0151802,42056.316395699665
3322,3322.0,0.00251788,253406.98551956407
3323,3323.0,0.030096650000000003,0.0
3324,3324.0,1.0772139800000002,0.0
3325,3325.0,0.038130910000000004,7651.565501583886
3326,3326.0,0.1523827,1853.6205691328478
3327,3327.0,0.11061520000000001,2496.898474169915
3328,3328.0,0.13072708,4128.167461171779
3329,3329.0,0.08636702,3308.7994410366364
3330,3330.0,0.67025181,1067.3689455609228
3331,3331.0,0.032916520000000005,0.0
3332,3332.0,1.7140515800000002,0.0
3333,3333.0,0.01702157,0.0
3334,3334.0,0.01493005,0.0
3335,3335.0,0.9993952700000001,0.0
3336,3336.0,0.02475151,0.0
3337,3337.0,0.6858488500000001,0.0
3338,3338.0,0.21618633,0.0
3339,3339.0,0.15558666000000002,0.0
3340,3340.0,0.10949967999999999,0.0
3341,3341.0,0.28441379000000006,0.0
3342,3342.0,0.23998496000000002,0.0
3343,3343.0,0.32099755,0.0
3344,3344.0,0.09903794,8207.174543412353
3345,3345.0,0.02533615,0.0
3346,3346.0,0.11943104000000002,0.0
3347,3347.0,1.66610216,0.0
3348,3348.0,12.86668039,0.0
3349,3349.0,14.484922039999999,25.37613315314744
3350,3350.0,1.7740447000000001,458.35074414979505
3351,3351.0,0.5454589700000001,0.0
3352,3352.0,2.26589495,0.0
3353,3353.0,0.01705562,0.0
3354,3354.0,0.019575350000000002,0.0
3355,3355.0,4.75661059,0.0
3356,3356.0,0.68777161,0.0
3357,3357.0,0.12634467,0.0
3358,3358.0,0.10915051000000002,0.0
3359,3359.0,2.66068661,0.0
3360,3360.0,0.006174280000000001,30347.86089228218
3361,3361.0,0.01871942,20270.115751449564
3362,3362.0,2.1250385300000003,178.55902603328326
3363,3363.0,0.48940579,0.0
3364,3364.0,0.03581982,0.0
3365,3365.0,16.53739175,0.0
3366,3366.0,0.06647228000000001,0.0
3367,3367.0,0.019427350000000003,0.0
3368,3368.0,0.02102319,41022.6375540534
3369,3369.0,0.50715296,1700.5258208489997
3370,3370.0,0.10766518000000001,7558.985143571951
3371,3371.0,0.025023,32179.570754905493
3372,3372.0,0.9668985500000001,829.0283912412528
3373,3373.0,0.13357289,0.0
3374,3374.0,0.44005695,0.0
3375,3375.0,0.11486420000000001,0.0
3376,3376.0,0.26599116,0.0
3377,3377.0,0.018501280000000002,45648.75579689622
3378,3378.0,0.029858440000000003,28359.909219972647
3379,3379.0,0.08676160000000001,9755.275246768157
3380,3380.0,0.04088828,20752.0128078266
3381,3381.0,0.03788316,22447.307578090113
3382,3382.0,0.20905971,0.0
3383,3383.0,0.26288074,0.0
3384,3384.0,0.08074199,9990.841461797014
3385,3385.0,0.094331,8537.01651630959
3386,3386.0,0.15736206,0.0
3387,3387.0,1.86543873,430.21596930176315
3388,3388.0,0.025596570000000003,0.0
3389,3389.0,0.031379790000000005,27483.507811875086
3390,3390.0,0.44071884,1890.388187171667
3391,3391.0,0.5210655300000001,0.0
3392,3392.0,0.10390024000000002,0.0
3393,3393.0,1.7642402900000003,457.92331825728786
3394,3394.0,0.22305769,3619.616897314771
3395,3395.0,0.6048701200000001,1334.2669659397288
3396,3396.0,0.3137977,2570.5801890836033
3397,3397.0,0.0875601,8931.89253781117
3398,3398.0,0.3771475,2139.620863985576
3399,3399.0,0.29192836000000005,0.0
3400,3400.0,0.60578948,1342.4401935801195
3401,3401.0,0.13430047,6069.517795432883
3402,3402.0,3.1130416800000003,261.84650781803856
3403,3403.0,1.4371791800000002,0.0
3404,3404.0,2.2516571499999998,0.0
3405,3405.0,0.6171588600000001,0.0
3406,3406.0,0.010572010000000001,33769.37798961597
3407,3407.0,0.013105170000000001,27241.935953520624
3408,3408.0,0.15991439000000002,2232.508292718372
3409,3409.0,3.3511675100000002,106.5330816005673
3410,3410.0,3.49783886,0.0
3411,3411.0,0.16552351,0.0
3412,3412.0,0.0719799,0.0
3413,3413.0,0.47101422000000004,0.0
3414,3414.0,0.14255184,0.0
3415,3415.0,0.0959127,0.0
3416,3416.0,0.17797960000000002,0.0
3417,3417.0,0.53858606,506.8588563172244
3418,3418.0,0.73669101,0.0
3419,3419.0,0.23304177,0.0
3420,3420.0,1.3028549800000002,0.0
3421,3421.0,0.26440921,0.0
3422,3422.0,0.8225015400000001,0.0
3423,3423.0,0.03363125,0.0
3424,3424.0,0.02069714,8976.240214831614
3425,3425.0,0.05668617000000001,0.0
3426,3426.0,0.09200452,0.0
3427,3427.0,0.01622538,49278.09125887961
3428,3428.0,0.03825771,20899.205842430194
3429,3429.0,0.50966002,1572.786402590496
3430,3430.0,1.7451491399999999,466.3438083578348
3431,3431.0,1.2659053400000002,644.433026208737
3432,3432.0,0.112775,7907.574942141433
3433,3433.0,0.91103457,899.29168725178
3434,3434.0,0.03443852,0.0
3435,3435.0,0.43184167,1880.658915106548
3436,3436.0,0.18667341,4603.6288789067485
3437,3437.0,0.26871616,0.0
3438,3438.0,2.1710676,373.13441969747964
3439,3439.0,0.27118670000000006,2888.1246218933297
3440,3440.0,0.03498433,0.0
3441,3441.0,0.19497749,4201.950776984564
3442,3442.0,0.08165356000000001,10033.681514927208
3443,3443.0,0.07723031,10608.345552413295
3444,3444.0,0.22634293,3588.744594761587
3445,3445.0,0.21548509,3748.0977788300816
3446,3446.0,0.69046754,1169.7279602745698
3447,3447.0,0.11910336,7345.241604015202
3448,3448.0,3.6485371300000002,239.44030894376561
3449,3449.0,0.060492409999999996,13929.512009853797
3450,3450.0,0.99298818,0.0
3451,3451.0,0.60808285,0.0
3452,3452.0,0.21761468,4066.644096804499
3453,3453.0,1.58974696,555.7321807993897
3454,3454.0,1.20667918,732.1528038629124
3455,3455.0,0.37922866,2329.6592219585937
3456,3456.0,0.20084536000000003,4398.774982902269
3457,3457.0,22.666972089999998,17.707560681520217
3458,3458.0,0.19201416,4388.372980409361
3459,3459.0,0.1125616,7485.943266620231
3460,3460.0,0.038081340000000005,0.0
3461,3461.0,0.16108856000000002,6037.81445311821
3462,3462.0,0.35850547000000005,0.0
3463,3463.0,0.09240765000000001,0.0
3464,3464.0,0.19428944,2781.272480120381
3465,3465.0,0.04485685,12085.44356659017
3466,3466.0,0.05372234,10102.453650566971
3467,3467.0,0.08047193999999999,6725.605465706432
3468,3468.0,0.04865703,11123.213223248524
3469,3469.0,0.6509296099999999,0.0
3470,3470.0,0.02181239,0.0
3471,3471.0,0.13563518,0.0
3472,3472.0,0.16359007,3303.20705070913
3473,3473.0,0.059125630000000005,9139.38460613443
3474,3474.0,0.026400950000000003,0.0
3475,3475.0,1.16732852,0.0
3476,3476.0,0.11330507000000001,0.0
3477,3477.0,2.32598598,0.0
3478,3478.0,2.72059162,0.0
3479,3479.0,0.07959614000000001,3571.840157072944
3480,3480.0,0.16156644,0.0
3481,3481.0,1.4406037200000001,0.0
3482,3482.0,0.075099,0.0
3483,3483.0,0.10505082,0.0
3484,3484.0,0.30731587,0.0
3485,3485.0,0.12543418,0.0
3486,3486.0,0.25682193000000003,0.0
3487,3487.0,0.47230477000000004,0.0
3488,3488.0,0.05194125,0.0
3489,3489.0,0.0116696,0.0
3490,3490.0,1.15773831,0.0
3491,3491.0,0.06350836000000001,0.0
3492,3492.0,0.09411236,0.0
3493,3493.0,0.16530007000000002,0.0
3494,3494.0,0.01768688,0.0
3495,3495.0,2.57791973,0.0
3496,3496.0,0.07410426999999999,0.0
3497,3497.0,0.03734822,0.0
3498,3498.0,0.0154864,0.0
3499,3499.0,0.03065035,0.0
3500,3500.0,0.12895377000000002,0.0
3501,3501.0,0.05053696,0.0
3502,3502.0,0.020838,0.0
3503,3503.0,0.7530290900000001,0.0
3504,3504.0,0.16336452,0.0
3505,3505.0,0.058828490000000004,0.0
3506,3506.0,0.27238829999999997,0.0
3507,3507.0,0.19018926,0.0
3508,3508.0,0.08914666999999998,0.0
3509,3509.0,0.014306460000000002,0.0
3510,3510.0,0.14982557,0.0
3511,3511.0,0.30774848000000005,1236.1336920331823
3512,3512.0,0.00116459,0.0
3513,3513.0,0.57640237,0.0
3514,3514.0,0.48984634,0.0
3515,3515.0,0.33086975,0.0
3516,3516.0,0.17609589,0.0
3517,3517.0,0.25148751,0.0
3518,3518.0,0.02205748,0.0
3519,3519.0,0.02481077,0.0
3520,3520.0,0.33693309,0.0
3521,3521.0,0.13334027,0.0
3522,3522.0,0.6362641600000001,0.0
3523,3523.0,0.09399642000000001,0.0
3524,3524.0,0.23448317000000002,3500.3943208376104
3525,3525.0,0.03107903,0.0
3526,3526.0,0.06842466,0.0
3527,3527.0,0.01423544,0.0
3528,3528.0,0.19496556,4169.149399514457
3529,3529.0,0.15402973,0.0
3530,3530.0,0.14131559,0.0
3531,3531.0,0.12476392000000001,6585.936325181188
3532,3532.0,0.17745366,4244.944138092164
3533,3533.0,0.057559860000000004,13747.936300574742
3534,3534.0,0.19050415,4286.106715260533
3535,3535.0,0.73176389,1133.3995507758657
3536,3536.0,0.20860832999999998,0.0
3537,3537.0,0.11402201000000001,7034.716797221869
3538,3538.0,0.07886518000000001,9574.654906005413
3539,3539.0,0.007548439999999998,0.0
3540,3540.0,0.05619489,0.0
3541,3541.0,0.015380680000000002,33234.457319182235
3542,3542.0,0.07491262000000001,0.0
3543,3543.0,0.47035881,0.0
3544,3544.0,0.13409097,0.0
3545,3545.0,0.18096514,0.0
3546,3546.0,0.0847109,0.0
3547,3547.0,0.03075156,0.0
3548,3548.0,0.25162677,0.0
3549,3549.0,1.0985489600000002,335.2369015942629
3550,3550.0,0.044491130000000004,20301.46809038116
3551,3551.0,0.23772622000000002,0.0
3552,3552.0,0.22865607000000002,0.0
3553,3553.0,0.39909769,0.0
3554,3554.0,0.8527370399999998,304.1968726959486
3555,3555.0,0.08292559999999999,0.0
3556,3556.0,0.36791930000000006,0.0
3557,3557.0,0.08945769,0.0
3558,3558.0,0.44053474,0.0
3559,3559.0,0.014331200000000002,0.0
3560,3560.0,0.010625180000000001,0.0
3561,3561.0,0.04651732,0.0
3562,3562.0,0.19253486,4317.159650725069
3563,3563.0,0.33809968,0.0
3564,3564.0,0.01131726,0.0
3565,3565.0,0.45340407,0.0
3566,3566.0,1.20128511,0.0
3567,3567.0,0.16849745000000002,0.0
3568,3568.0,0.12499445000000001,0.0
3569,3569.0,0.238429,0.0
3570,3570.0,0.28288293,1072.951811549746
3571,3571.0,0.00138659,0.0
3572,3572.0,0.01469355,0.0
3573,3573.0,0.06047951000000001,0.0
3574,3574.0,0.029004270000000006,0.0
3575,3575.0,0.02410986,0.0
3576,3576.0,0.08824333000000001,0.0
3577,3577.0,0.027210000000000005,27795.881029033437
3578,3578.0,0.28521077,0.0
3579,3579.0,0.58759861,0.0
3580,3580.0,0.33640903,1129.0205188606262
3581,3581.0,0.01629782,0.0
3582,3582.0,0.08747514,0.0
3583,3583.0,0.013444710000000002,0.0
3584,3584.0,0.01717387,0.0
3585,3585.0,0.013975630000000001,26821.629493625685
3586,3586.0,0.11553959,3244.3352949408945
3587,3587.0,0.027799380000000002,0.0
3588,3588.0,0.10651136,3527.9545580865743
3589,3589.0,0.013473400000000002,0.0
3590,3590.0,0.03407396,0.0
3591,3591.0,0.07651861,0.0
3592,3592.0,0.01736191,0.0
3593,3593.0,0.20783962000000003,0.0
3594,3594.0,0.020880179999999998,0.0
3595,3595.0,0.08551138999999999,0.0
3596,3596.0,0.14628108,0.0
3597,3597.0,0.13457272,0.0
3598,3598.0,0.12956775,0.0
3599,3599.0,0.12482995000000001,0.0
3600,3600.0,0.1406876,0.0
3601,3601.0,0.12347555,0.0
3602,3602.0,0.026077460000000004,0.0
3603,3603.0,0.13691435,0.0
3604,3604.0,0.44824876999999996,0.0
3605,3605.0,0.16629119,0.0
3606,3606.0,0.09736875,0.0
3607,3607.0,0.24852868,0.0
3608,3608.0,0.10656217999999999,0.0
3609,3609.0,0.019915880000000004,0.0
3610,3610.0,0.01638328,0.0
3611,3611.0,0.6859391400000001,406.5552806915202
3612,3612.0,0.01616849,16862.05964811804
3613,3613.0,0.03320883,0.0
3614,3614.0,0.01120377,0.0
3615,3615.0,0.01030429,0.0
3616,3616.0,0.04207294,6976.858921672695
3617,3617.0,0.46593539,772.0997007761097
3618,3618.0,0.17571178,0.0
3619,3619.0,0.03436413,0.0
3620,3620.0,0.0142339,20219.725261523545
3621,3621.0,0.03218805,0.0
3622,3622.0,0.030590190000000003,0.0
3623,3623.0,0.01662805,0.0
3624,3624.0,0.11896026999999999,6590.043176600054
3625,3625.0,0.10346876,3624.8346670048036
3626,3626.0,0.27025199,3118.5095436300026
3627,3627.0,0.17218957000000001,4519.457674468901
3628,3628.0,0.0802899,9692.420511172639
3629,3629.0,0.1503037,0.0
3630,3630.0,0.38214067,0.0
3631,3631.0,0.21566460000000004,3719.259206193319
3632,3632.0,0.27248525,2955.4457131165823
3633,3633.0,0.32934112000000004,2445.930572532212
3634,3634.0,0.1741561,0.0
3635,3635.0,0.07389221,0.0
3636,3636.0,0.08085359999999998,9925.860214016448
3637,3637.0,0.01217323,65926.75332676701
3638,3638.0,0.03420067,23414.31693004844
3639,3639.0,0.07799095,10298.492030165038
3640,3640.0,0.08444529999999999,9511.354415225005
3641,3641.0,0.5167886300000001,0.0
3642,3642.0,0.14649130000000002,0.0
3643,3643.0,0.22569941,3580.5691437119845
3644,3644.0,0.14126514,6333.454639976996
3645,3645.0,0.17322333,0.0
3646,3646.0,0.22640593,0.0
3647,3647.0,0.11195165,0.0
3648,3648.0,0.21215162,0.0
3649,3649.0,0.32637703,2460.924339559067
3650,3650.0,0.09702597,8293.573879240783
3651,3651.0,1.4916276800000001,538.3201877830533
3652,3652.0,0.12768472,0.0
3653,3653.0,0.24837654000000003,1936.1691124290558
3654,3654.0,0.21374366,0.0
3655,3655.0,0.1778999,0.0
3656,3656.0,0.31343988,0.0
3657,3657.0,0.13957533000000003,0.0
3658,3658.0,0.15292178,0.0
3659,3659.0,0.0132951,0.0
3660,3660.0,0.027220010000000003,13115.726327800758
3661,3661.0,0.12073779999999999,2956.90497756295
3662,3662.0,0.011698130000000001,30518.57021592339
3663,3663.0,0.05418814,6588.345748719184
3664,3664.0,0.01241549,28755.2244655668
3665,3665.0,0.42360936000000005,842.7816651643388
3666,3666.0,0.18593312,4411.172116081309
3667,3667.0,0.07101824000000001,0.0
3668,3668.0,0.0137415,62476.16862424044
3669,3669.0,0.028500630000000002,30127.556382086994
3670,3670.0,0.01271205,67734.41842582432
3671,3671.0,0.2823589,2962.836669217793
3672,3672.0,0.4197266800000001,2009.1062754219008
3673,3673.0,0.2607339,3247.4524028137507
3674,3674.0,0.10769677,7554.285332791319
3675,3675.0,0.046525720000000007,18124.463048610534
3676,3676.0,0.10784600000000001,7829.779715520281
3677,3677.0,0.08536848999999999,0.0
3678,3678.0,0.17075322,4951.349821982859
3679,3679.0,0.01024673,82474.5699994047
3680,3680.0,0.16550060000000003,0.0
3681,3681.0,0.07210149,0.0
3682,3682.0,0.03602315,22646.31638821147
3683,3683.0,0.1514571,5367.2039197898275
3684,3684.0,0.043190490000000005,19569.70462247592
3685,3685.0,0.07714605000000001,10953.790493486056
3686,3686.0,0.03451118,24483.70396346923
3687,3687.0,0.21989562999999998,3719.5847057078854
3688,3688.0,0.11342537,7189.461255449288
3689,3689.0,0.6341709200000001,1289.1486919646202
3690,3690.0,0.03342970000000001,25278.170880983074
3691,3691.0,0.15540953,5438.146446681873
3692,3692.0,0.35741037000000003,2361.7078288746907
3693,3693.0,0.012279670000000001,0.0
3694,3694.0,0.021958590000000004,0.0
3695,3695.0,0.07918323000000001,10377.036056750903
3696,3696.0,0.05244413,15667.858972967992
3697,3697.0,0.041453840000000006,0.0
3698,3698.0,0.10131652000000001,8048.710151118494
3699,3699.0,0.26203307000000003,3125.788199176538
3700,3700.0,0.22813276999999998,0.0
3701,3701.0,0.07867482,10705.39241907385
3702,3702.0,0.2946597,0.0
3703,3703.0,0.12743557000000003,6432.527020517112
3704,3704.0,0.20844881999999998,0.0
3705,3705.0,0.17609655000000002,4289.237239457559
3706,3706.0,0.11043919,0.0
3707,3707.0,0.01231432,69734.45662854305
3708,3708.0,0.0304318,27470.848119401417
3709,3709.0,0.02526001,33046.02369318144
3710,3710.0,0.12072796000000001,6914.246616525286
3711,3711.0,0.05415898,14881.630854199986
3712,3712.0,0.04662907,0.0
3713,3713.0,0.21695477000000002,3974.7755389291506
3714,3714.0,0.08760404,9288.242366447941
3715,3715.0,0.037884060000000004,23060.011456005508
3716,3716.0,0.02687734,31280.665342998986
3717,3717.0,1.4488891700000002,203.29494315289833
3718,3718.0,0.017391550000000002,0.0
3719,3719.0,0.48070051999999996,0.0
3720,3720.0,0.02042233,40185.78047656658
3721,3721.0,0.4333334300000001,0.0
3722,3722.0,0.41281375,2037.0892326139815
3723,3723.0,0.20726428000000002,4065.4846633486472
3724,3724.0,0.03893776,21640.426968577543
3725,3725.0,0.6911598200000001,1265.7607252834807
3726,3726.0,0.15645886,5035.640184263134
3727,3727.0,0.14656322000000002,5363.0674899200485
3728,3728.0,0.05169497,7790.954320120508
3729,3729.0,0.017159670000000002,23470.914641715142
3730,3730.0,0.032609650000000004,12350.735130551846
3731,3731.0,0.01350684,29818.45863651306
3732,3732.0,0.08905762999999998,0.0
3733,3733.0,0.11289152,6953.464513986525
3734,3734.0,0.014665160000000002,58767.941679463445
3735,3735.0,0.10687592,8063.942444659191
3736,3736.0,0.07096138,11770.02525317292
3737,3737.0,0.3606553,0.0
3738,3738.0,0.75294514,1185.6710989594806
3739,3739.0,0.02113619,40698.89643781591
3740,3740.0,0.23508994,3597.3744882490505
3741,3741.0,0.15872028000000002,5189.247243011416
3742,3742.0,0.71859131,1092.397260203439
3743,3743.0,0.05230186,16552.950354920456
3744,3744.0,0.28245261,3046.6020285668455
3745,3745.0,0.3793386,0.0
3746,3746.0,0.5172300900000001,1609.781717455765
3747,3747.0,0.32838364000000003,0.0
3748,3748.0,0.055131809999999996,5042.975860941261
3749,3749.0,0.14099654,5698.357110039721
3750,3750.0,0.03312466,25407.925442857373
3751,3751.0,0.03814859,20919.00572537543
3752,3752.0,0.023588880000000003,33830.7953843082
3753,3753.0,0.14826273,5615.892426909985
3754,3754.0,0.09140553,0.0
3755,3755.0,0.08181651000000001,10464.76022993403
3756,3756.0,0.09338839,8682.259961864636
3757,3757.0,0.8063650499999999,1056.3339889297038
3758,3758.0,0.09673765,3732.484373974352
3759,3759.0,0.20060789,0.0
3760,3760.0,0.039379080000000004,21221.928044027438
3761,3761.0,0.26556389,0.0
3762,3762.0,0.24771397000000003,0.0
3763,3763.0,0.15213464,5278.476896517453
3764,3764.0,0.08789978,0.0
3765,3765.0,0.0667542,0.0
3766,3766.0,0.03412566,24270.0428064981
3767,3767.0,0.20360559,0.0
3768,3768.0,0.29927427,0.0
3769,3769.0,0.34609618999999997,2379.319400771213
3770,3770.0,0.05933001000000001,0.0
3771,3771.0,0.07914274,10369.710098487873
3772,3772.0,0.10615221,7490.668788242846
3773,3773.0,0.04908392,16121.965987027932
3774,3774.0,0.37944551000000004,2136.1353112334887
3775,3775.0,0.11849859,0.0
3776,3776.0,0.02104728,40789.891670087534
3777,3777.0,0.25427524,3426.051006775178
3778,3778.0,0.04722908,0.0
3779,3779.0,0.26567006000000004,0.0
3780,3780.0,0.07269669000000001,0.0
3781,3781.0,0.0238444,0.0
3782,3782.0,0.22606568000000002,0.0
3783,3783.0,0.02036049,39088.07475655056
3784,3784.0,0.01533235,53771.640704132114
3785,3785.0,0.31158824,2709.1405381666523
3786,3786.0,0.010661490000000001,0.0
3787,3787.0,0.05123136,0.0
3788,3788.0,0.07497679000000002,10749.645961103428
3789,3789.0,0.03472417,23210.747666538897
3790,3790.0,0.013969450000000001,60518.736628857965
3791,3791.0,0.019088050000000002,42748.237968257636
3792,3792.0,0.032395639999999996,25006.45299953945
3793,3793.0,0.21302642000000002,0.0
3794,3794.0,0.01441726,0.0
3795,3795.0,0.6979213300000001,0.0
3796,3796.0,0.02251361,0.0
3797,3797.0,0.02068946,0.0
3798,3798.0,0.26893405,0.0
3799,3799.0,0.01541464,0.0
3800,3800.0,0.02251394,0.0
3801,3801.0,0.08231375,0.0
3802,3802.0,0.15387753,0.0
3803,3803.0,0.00029434999999999997,0.0
3804,3804.0,0.01441732,0.0
3805,3805.0,0.02250295,0.0
3806,3806.0,0.03082066,0.0
3807,3807.0,0.014347970000000002,0.0
3808,3808.0,0.026164720000000002,0.0
3809,3809.0,0.08523971000000001,0.0
3810,3810.0,0.14422627000000002,0.0
3811,3811.0,0.022513560000000002,0.0
3812,3812.0,0.01541464,0.0
3813,3813.0,0.06754102000000001,0.0
3814,3814.0,0.0639059,11862.856390411527
3815,3815.0,0.01541472,0.0
3816,3816.0,0.01265724,0.0
3817,3817.0,0.060339040000000004,0.0
3818,3818.0,0.11256839,0.0
3819,3819.0,0.02251315,0.0
3820,3820.0,0.02251316,0.0
3821,3821.0,0.05835895000000001,12990.407027542475
3822,3822.0,0.09005540999999999,8418.222894104863
3823,3823.0,0.02251316,0.0
3824,3824.0,0.014492230000000002,0.0
3825,3825.0,0.01243697,60955.88509098277
3826,3826.0,0.01541489,0.0
3827,3827.0,0.08819551,8595.749536455995
3828,3828.0,0.12999163000000002,0.0
3829,3829.0,0.02251368,0.0
3830,3830.0,0.01188549,0.0
3831,3831.0,0.08114332,0.0
3832,3832.0,0.024910220000000004,0.0
3833,3833.0,0.013592380000000001,0.0
3834,3834.0,0.06934535,0.0
3835,3835.0,0.03018348,0.0
3836,3836.0,0.21611987,0.0
3837,3837.0,0.028453250000000003,0.0
3838,3838.0,0.010538780000000001,0.0
3839,3839.0,0.01601402,0.0
3840,3840.0,0.014670470000000001,0.0
3841,3841.0,0.13908019,0.0
3842,3842.0,0.03341996,0.0
3843,3843.0,0.02251361,0.0
3844,3844.0,0.07439044,0.0
3845,3845.0,0.015414670000000002,0.0
3846,3846.0,0.03693087,0.0
3847,3847.0,0.014416990000000003,0.0
3848,3848.0,0.022513570000000004,0.0
3849,3849.0,0.0145225,0.0
3850,3850.0,0.026164460000000004,0.0
3851,3851.0,0.02169288,0.0
3852,3852.0,0.02290288,0.0
3853,3853.0,0.04988386,0.0
3854,3854.0,0.010888140000000001,0.0
3855,3855.0,0.02063922,0.0
3856,3856.0,0.021616040000000003,0.0
3857,3857.0,0.014836720000000001,0.0
3858,3858.0,0.01586724,0.0
3859,3859.0,0.019103360000000003,0.0
3860,3860.0,0.01441739,0.0
3861,3861.0,0.1575996,0.0
3862,3862.0,0.04502615,0.0
3863,3863.0,0.02251308,0.0
3864,3864.0,0.03376656,0.0
3865,3865.0,0.09106659,0.0
3866,3866.0,0.01441737,0.0
3867,3867.0,0.01441737,0.0
3868,3868.0,0.18093603000000003,0.0
3869,3869.0,0.02251307,0.0
3870,3870.0,0.01441694,0.0
3871,3871.0,0.045026130000000004,0.0
3872,3872.0,0.02251307,0.0
3873,3873.0,0.02251306,0.0
3874,3874.0,0.015710659999999998,0.0
3875,3875.0,0.1630716,0.0
3876,3876.0,0.01747964,0.0
3877,3877.0,0.03962268000000001,0.0
3878,3878.0,0.01452458,0.0
3879,3879.0,0.00456168,0.0
3880,3880.0,0.02257079,0.0
3881,3881.0,0.01643346,0.0
3882,3882.0,0.01838875,0.0
3883,3883.0,0.015722040000000003,0.0
3884,3884.0,0.022514120000000002,0.0
3885,3885.0,0.00011766000000000001,0.0
3886,3886.0,0.00012658,2808238.4879127825
3887,3887.0,0.00948243,37486.89184101544
3888,3888.0,0.33321303,0.0
3889,3889.0,0.01441732,0.0
3890,3890.0,0.02883463,0.0
3891,3891.0,0.015414730000000001,0.0
3892,3892.0,0.06754107000000001,0.0
3893,3893.0,0.01541472,0.0
3894,3894.0,0.013016110000000001,0.0
3895,3895.0,0.5628420199999999,0.0
3896,3896.0,0.24765059000000003,0.0
3897,3897.0,0.014417330000000003,0.0
3898,3898.0,1.17716919,0.0
3899,3899.0,0.014344270000000001,0.0
3900,3900.0,0.01441736,0.0
3901,3901.0,0.011977580000000002,0.0
3902,3902.0,0.01335802,0.0
3903,3903.0,0.01983578,0.0
3904,3904.0,0.022172470000000003,0.0
3905,3905.0,0.13769195,0.0
3906,3906.0,0.01013317,0.0
3907,3907.0,0.03423726,0.0
3908,3908.0,0.01399702,0.0
3909,3909.0,0.01907334,0.0
3910,3910.0,0.01541479,0.0
3911,3911.0,0.022472040000000002,15991.135159513777
3912,3912.0,0.08252961,4354.236363772953
3913,3913.0,0.15622949000000003,2300.163873990755
3914,3914.0,0.75743322,474.4357911183246
3915,3915.0,0.01803398,19926.462652725575
3916,3916.0,0.07960728,4514.077468166228
3917,3917.0,1.5705698200000002,525.990299749934
3918,3918.0,0.21743125000000002,2396.475419241714
3919,3919.0,0.09516839000000002,8680.450414260447
3920,3920.0,0.4867526300000001,1697.1751963620613
3921,3921.0,0.014248710000000001,25220.067567520142
3922,3922.0,0.03932286,0.0
3923,3923.0,0.11131934000000002,0.0
3924,3924.0,0.29589811,0.0
3925,3925.0,8.011966559999998,106.79128723173307
3926,3926.0,0.014087110000000002,0.0
3927,3927.0,0.01070679,0.0
3928,3928.0,0.0152123,0.0
