,Fid,Area,WE_mm_ha_yr
426,426.0,0.02251369,0.0
427,427.0,0.13294336,0.0
428,428.0,0.2257138,1441.6134760036828
429,429.0,0.09005528000000002,3824.4194343740855
430,430.0,0.02066386,0.0
431,431.0,0.029719970000000002,27128.143184532153
432,432.0,0.01500478,53732.71728075986
433,433.0,0.02251372,0.0
434,434.0,0.01770696,0.0
435,435.0,0.02251362,14643.518610068038
436,436.0,0.03038886,8017.888673678445
437,437.0,0.01541469,0.0
438,438.0,0.022513730000000003,0.0
439,439.0,0.7460585900000001,0.0
440,440.0,0.022513730000000003,0.0
441,441.0,0.02251372,0.0
442,442.0,0.015414760000000001,0.0
443,443.0,0.022513730000000003,0.0
444,444.0,0.015414680000000002,0.0
445,445.0,0.015414760000000001,21443.479405452956
446,446.0,0.38273145000000003,0.0
447,447.0,0.58535381,0.0
448,448.0,0.09005443,0.0
449,449.0,0.15166552,0.0
450,450.0,0.0154149,0.0
451,451.0,0.5195329200000001,0.0
452,452.0,0.056333799999999996,0.0
453,453.0,0.21613629,0.0
454,454.0,0.14122798,0.0
455,455.0,0.060738440000000005,0.0
456,456.0,1.46439191,0.0
457,457.0,0.37992390000000004,0.0
458,458.0,0.01457191,0.0
459,459.0,0.01769062,0.0
460,460.0,0.05380359,0.0
461,461.0,0.04375996,0.0
462,462.0,0.03141328,0.0
463,463.0,0.03145997,0.0
464,464.0,0.01541523,0.0
465,465.0,0.01541523,0.0
466,466.0,0.21540106,0.0
467,467.0,0.013564850000000002,0.0
468,468.0,0.059220430000000004,0.0
469,469.0,0.02131111,0.0
470,470.0,0.32981107000000004,0.0
471,471.0,0.013200100000000001,0.0
472,472.0,0.09101081000000001,0.0
473,473.0,0.03073945,0.0
474,474.0,0.01107698,0.0
475,475.0,0.060256750000000005,0.0
476,476.0,0.51492813,0.0
477,477.0,0.03216399,0.0
478,478.0,0.51641275,0.0
479,479.0,4.17479677,0.0
480,480.0,0.012586960000000001,0.0
481,481.0,0.4866287,0.0
482,482.0,0.09685567,0.0
483,483.0,0.08090353,0.0
484,484.0,0.03693007,0.0
485,485.0,0.022372270000000003,0.0
486,486.0,0.19886819,0.0
487,487.0,0.14878197,0.0
488,488.0,0.06879603,0.0
489,489.0,1.71135386,0.0
490,490.0,0.43226309,0.0
491,491.0,0.25775468,0.0
492,492.0,0.06908687000000001,0.0
493,493.0,0.030392750000000003,0.0
494,494.0,0.03073934,0.0
495,495.0,0.31177691,0.0
496,496.0,0.16133686,0.0
497,497.0,0.03039269,0.0
498,498.0,0.07412535,0.0
499,499.0,0.01541496,0.0
500,500.0,0.01591684,0.0
501,501.0,0.038883020000000004,0.0
502,502.0,0.1982595,0.0
503,503.0,0.12646695,0.0
504,504.0,0.33738234000000006,0.0
505,505.0,0.01083227,0.0
506,506.0,0.03923521,0.0
507,507.0,0.32583029,0.0
508,508.0,0.04647235,7661.771358668111
509,509.0,0.030586620000000002,0.0
510,510.0,0.47299149,0.0
511,511.0,0.31552728,609.8460957163513
512,512.0,0.015362180000000001,0.0
513,513.0,0.06951634000000001,5121.96873713432
514,514.0,1.9756340800000003,129.3276381423831
515,515.0,1.8905671900000003,421.8878882585495
516,516.0,0.015414940000000002,0.0
517,517.0,16.96719109,0.0
518,518.0,0.8938809800000002,0.0
519,519.0,0.01541521,0.0
520,520.0,0.1221663,0.0
521,521.0,0.12266484000000001,2902.710509384759
522,522.0,0.01541496,0.0
523,523.0,0.12954859,0.0
524,524.0,0.0144093,54806.055714018024
525,525.0,1.18393326,0.0
526,526.0,0.01603225,0.0
527,527.0,0.03320107,0.0
528,528.0,0.07202833000000002,0.0
529,529.0,0.2087075,1232.0260268557672
530,530.0,68.37956840000001,0.0
531,531.0,0.66112311,0.0
532,532.0,0.030392630000000004,26002.001833997252
533,533.0,0.22070888,0.0
534,534.0,0.05333507,15012.764891843208
535,535.0,0.015957970000000002,0.0
536,536.0,1.2653273100000002,200.20777896590246
537,537.0,0.08506763999999999,0.0
538,538.0,0.04502814,0.0
539,539.0,0.27035196,0.0
540,540.0,0.06726591,0.0
541,541.0,0.13781973,0.0
542,542.0,0.01531037,0.0
543,543.0,0.8029522700000001,0.0
544,544.0,0.022430860000000004,0.0
545,545.0,0.09991216,0.0
546,546.0,0.01541489,0.0
547,547.0,0.024588380000000003,0.0
548,548.0,0.01541517,0.0
549,549.0,0.16045263,0.0
550,550.0,0.030742989999999998,0.0
551,551.0,0.01541495,0.0
552,552.0,0.08862164,0.0
553,553.0,0.06034685,0.0
554,554.0,0.42304216,0.0
555,555.0,0.01829474,0.0
556,556.0,0.16277317000000002,2187.464434095619
557,557.0,0.06959901,0.0
558,558.0,0.028717750000000004,0.0
559,559.0,0.06754227,0.0
560,560.0,0.054966650000000006,0.0
561,561.0,0.0875601,9035.877483008813
562,562.0,0.31153831000000004,0.0
563,563.0,0.14175013,2511.8884913897436
564,564.0,0.030390730000000005,0.0
565,565.0,0.21504061000000002,0.0
566,566.0,0.03073939,0.0
567,567.0,0.22746070000000002,3486.0408193591247
568,568.0,0.90369625,0.0
569,569.0,0.01541529,0.0
570,570.0,1.4854793600000002,0.0
571,571.0,0.1607123,1613.1099573585843
572,572.0,0.04502804,0.0
573,573.0,10.96626076,0.0
574,574.0,1.43304202,0.0
575,575.0,0.13508211,0.0
576,576.0,0.015414730000000001,0.0
577,577.0,0.01013838,0.0
578,578.0,0.31730855,0.0
579,579.0,24.269241080000004,0.0
580,580.0,0.41430219,0.0
581,581.0,1.25603179,0.0
582,582.0,0.01883583,0.0
583,583.0,0.0045283499999999996,110291.57242704296
584,584.0,1.0521803200000002,474.6703891971672
585,585.0,1.08809686,0.0
586,586.0,0.03562162000000001,0.0
587,587.0,0.06119802,0.0
588,588.0,0.08637380000000001,0.0
589,589.0,0.01844745,27011.829927713585
590,590.0,18.800981370000002,0.0
591,591.0,0.12265532000000001,0.0
592,592.0,0.06754199,0.0
593,593.0,0.03039265,11601.96059902641
594,594.0,0.012329000000000001,0.0
595,595.0,0.015414940000000002,0.0
596,596.0,0.03322598,0.0
597,597.0,0.02251405,0.0
598,598.0,0.05958729,0.0
599,599.0,0.05333615,0.0
600,600.0,0.07201405,0.0
601,601.0,0.09996796000000001,0.0
602,602.0,0.09521784000000001,0.0
603,603.0,0.31200009,0.0
604,604.0,0.015415250000000002,0.0
605,605.0,0.01541524,0.0
606,606.0,0.01541524,0.0
607,607.0,0.030392790000000003,11715.295640841134
608,608.0,0.10478832,0.0
609,609.0,0.0154149,0.0
610,610.0,0.51194377,0.0
611,611.0,0.5454066200000001,0.0
612,612.0,0.5390668700000001,0.0
613,613.0,0.015414800000000001,48697.055050989955
614,614.0,0.22396383000000003,3377.0003075943105
615,615.0,6.24995484,0.0
616,616.0,2.61595498,0.0
617,617.0,0.17155731000000002,0.0
618,618.0,0.11312014999999999,0.0
619,619.0,0.015414810000000001,14378.004386690458
620,620.0,2.39903479,0.0
621,621.0,0.64974495,1155.3077314413908
622,622.0,0.01865453,0.0
623,623.0,0.09102418000000001,0.0
624,624.0,0.28033797,0.0
625,625.0,0.03303064,0.0
626,626.0,0.0526933,0.0
627,627.0,0.8938146899999998,0.0
628,628.0,0.73296357,0.0
629,629.0,1.3667871200000001,0.0
630,630.0,4.22255113,0.0
631,631.0,0.12743066,0.0
632,632.0,0.25837298999999997,0.0
633,633.0,0.01541488,0.0
634,634.0,0.8944909100000001,0.0
635,635.0,0.03073943,0.0
636,636.0,0.19873561,0.0
637,637.0,1.06900498,0.0
638,638.0,0.53796739,0.0
639,639.0,1.2623464500000001,0.0
640,640.0,0.9342011200000001,0.0
641,641.0,0.8835452199999998,0.0
642,642.0,0.01519256,0.0
643,643.0,0.11181735000000001,0.0
644,644.0,1.01892961,0.0
645,645.0,1.00550417,0.0
646,646.0,1.0983909100000002,0.0
647,647.0,0.02251397,0.0
648,648.0,0.36880634,0.0
649,649.0,0.90715001,0.0
650,650.0,0.02087207,0.0
651,651.0,0.01862099,0.0
652,652.0,5.12730402,0.0
653,653.0,0.48428978,0.0
654,654.0,1.3507956300000001,558.8511433072966
655,655.0,0.07600352,9937.237743725553
656,656.0,0.01541478,48996.1613204989
657,657.0,0.54698582,1382.71577643457
658,658.0,0.4297034800000001,0.0
659,659.0,9.139140880000001,0.0
660,660.0,0.01734098,0.0
661,661.0,0.5517551900000001,0.0
662,662.0,2.0112692200000004,374.1097645794032
663,663.0,0.38273768,0.0
664,664.0,0.65797886,0.0
665,665.0,0.20262592000000001,0.0
666,666.0,0.014417500000000001,0.0
667,667.0,0.09005592000000001,0.0
668,668.0,1.15810991,693.7056703020526
669,669.0,0.01441799,56943.12515128668
670,670.0,0.23840677000000002,0.0
671,671.0,0.0450288,0.0
672,672.0,0.05194597,0.0
673,673.0,1.7698491500000002,0.0
674,674.0,0.11629504,0.0
675,675.0,0.03282797,0.0
676,676.0,0.01541537,0.0
677,677.0,0.041892790000000006,0.0
678,678.0,1.41586984,0.0
679,679.0,0.014557990000000002,0.0
680,680.0,0.048588940000000004,0.0
681,681.0,0.11710995,0.0
682,682.0,1.1902340500000002,0.0
683,683.0,0.67272458,1201.5066971389688
684,684.0,0.2911922,0.0
685,685.0,0.01541531,0.0
686,686.0,0.045028370000000005,0.0
687,687.0,0.04707181,0.0
688,688.0,0.26630062,0.0
689,689.0,0.0900567,0.0
690,690.0,0.04502836,0.0
691,691.0,1.266502,0.0
692,692.0,0.10679316,0.0
693,693.0,0.07946477999999998,0.0
694,694.0,0.021253550000000003,0.0
695,695.0,0.33138067000000004,0.0
696,696.0,0.40986881999999997,0.0
697,697.0,1.19144144,0.0
698,698.0,0.04502838,0.0
699,699.0,0.02251418,0.0
700,700.0,1.91571897,0.0
701,701.0,0.41128713,0.0
702,702.0,2.1019169200000003,0.0
703,703.0,0.22514180000000003,0.0
704,704.0,0.58270049,0.0
705,705.0,5.30093467,0.0
706,706.0,0.12293693000000001,0.0
707,707.0,0.02251419,0.0
708,708.0,0.0413651,0.0
709,709.0,0.28458758,0.0
710,710.0,0.01441763,0.0
711,711.0,0.015192240000000001,0.0
712,712.0,0.0217087,0.0
713,713.0,1.7115225900000002,0.0
714,714.0,0.04502839,0.0
715,715.0,0.01441764,0.0
716,716.0,4.2316359,0.0
717,717.0,0.01441764,0.0
718,718.0,0.38676719,0.0
719,719.0,0.17201695,0.0
720,720.0,0.01441763,0.0
721,721.0,0.02251415,0.0
722,722.0,3.11383818,0.0
723,723.0,0.2926847,0.0
724,724.0,0.014417609999999999,0.0
725,725.0,1.08067959,0.0
726,726.0,0.04502842,0.0
727,727.0,0.014417609999999999,0.0
728,728.0,0.04502843,0.0
729,729.0,0.02251418,0.0
730,730.0,0.026165280000000003,0.0
731,731.0,0.04502838,0.0
732,732.0,0.37508948000000003,0.0
733,733.0,0.20263195,0.0
734,734.0,0.04172296,6859.297432396934
735,735.0,1.90183942,150.46266156371922
736,736.0,0.25299219,0.0
737,737.0,0.01541616,51912.72707340867
738,738.0,0.02251421,0.0
739,739.0,0.01541573,0.0
740,740.0,0.043357690000000004,6600.678966061151
741,741.0,0.13884742000000003,2061.1848055945147
742,742.0,0.0324156,8828.779735682818
743,743.0,0.11945355,0.0
744,744.0,0.1576026,0.0
745,745.0,0.022514640000000002,12711.293291831445
746,746.0,0.10095476,2834.836043392109
747,747.0,1.3621013300000002,0.0
748,748.0,0.39698342,0.0
749,749.0,0.04454596,17926.649833116175
750,750.0,0.0675442,4244.280237237245
751,751.0,0.015611970000000001,51150.48430146867
752,752.0,0.12133937000000002,2362.60096949572
753,753.0,0.04502962,0.0
754,754.0,0.02251481,0.0
755,755.0,0.02251481,0.0
756,756.0,0.13340813,0.0
757,757.0,0.04502879,6671.198102369617
758,758.0,0.0203879,14734.032362332557
759,759.0,1.27173671,0.0
760,760.0,0.06754321,4447.46375542412
761,761.0,0.9005903500000001,333.55451610157706
762,762.0,0.0225144,13342.393241658672
