,Fid,Area,01_PPTe,02_PPTe,03_PPTe,04_PPTe,05_PPTe,06_PPTe,07_PPTe,08_PPTe,09_PPTe,10_PPTe,11_PPTe,12_PPTe
1884,1884.0,0.04320667,10.611,16.905825,47.32845,10.059675,8.941425,43.2162,18.484949999999998,27.603375,40.512299999999996,29.257199999999997,54.125175,0.0
1885,1885.0,1.16929893,10.012575,12.269400000000001,42.535425000000004,9.99,16.718625,24.92145,13.850475000000001,30.001125000000002,37.780725,27.962775,38.237775,0.0
1886,1886.0,2.6497901500000003,9.433725,10.327875,38.36745,8.559524999999999,19.685025,14.502225000000001,9.990075000000001,33.385125,38.9067,35.562375,27.164175,0.0
1887,1887.0,5.24446835,9.60075,10.836525,39.208425000000005,8.647425,19.32705,16.004025,10.46355,33.246375,39.29415,36.126225000000005,28.497374999999998,0.0
1888,1888.0,0.56902392,9.625725000000001,10.878,39.254775,8.611875,19.292775,15.884625,10.3935,33.34695,39.335175,36.624975,28.293750000000003,0.0
1889,1889.0,0.09193772,8.12415,8.08815,31.653525000000002,7.269,15.606750000000002,8.62485,7.43745,34.062,36.029250000000005,32.5002,19.384425,0.0
1890,1890.0,0.03419767,8.12415,8.08815,31.653525000000002,7.269,15.606750000000002,8.62485,7.43745,34.062,36.029250000000005,32.5002,19.384425,0.0
1891,1891.0,0.00672785,11.216999999999999,12.388275,42.298275000000004,8.4618,26.64405,13.014524999999999,7.5801,37.104375,38.782424999999996,51.341775,24.352275000000002,0.0
1892,1892.0,0.21051976,11.4792,12.661425000000001,42.795825,8.4735,27.901799999999998,12.870075,7.177350000000001,37.62885,38.553974999999994,53.375925,24.05235,0.0
1893,1893.0,0.04283834,11.352525,12.5142,42.5235,8.46075,27.351374999999997,12.865125,7.327425,37.397325,38.62635,52.4442,24.113925,0.0
1894,1894.0,0.09321147,10.52565,12.0273,41.987775,8.659125,22.108800000000002,15.366975,9.8256,34.965824999999995,40.4037,44.560500000000005,27.4917,0.0
1895,1895.0,0.08460784999999998,9.61575,10.214025,37.4352,8.0106,20.79525,11.302950000000001,8.05635,35.07345,37.958925,40.880025,22.807425000000002,0.0
1896,1896.0,0.20912839,10.40025,11.4048,40.2162,8.32275,23.269949999999998,12.830925,8.277975,35.777775,38.821124999999995,45.4653,24.414675000000003,0.0
1897,1897.0,0.18898795000000002,10.4346,15.438825000000001,46.01535,10.144649999999999,10.69215,37.8297,17.174924999999998,27.82995,38.9796,27.84855,49.450050000000005,0.0
1898,1898.0,3.18305965,9.939,11.195174999999999,41.8416,10.181249999999999,18.06975,22.750425,13.326900000000002,30.350849999999998,36.31635,26.442975,36.614325,0.0
1899,1899.0,0.03467323,9.821925,10.835625,40.540275,9.5292,21.002325,19.066724999999998,11.944199999999999,32.5182,38.7222,31.347525,32.8926,0.0
1900,1900.0,1.7697268400000001,10.455825,14.703600000000002,45.554325,9.616875,13.966874999999998,31.823325,15.64575,30.39705,41.4954,34.555275,43.96395,0.0
1901,1901.0,0.14482827,9.588975,9.953850000000001,38.9298,9.166125000000001,23.16165,15.061275000000002,10.549575,33.539100000000005,39.035775,32.5935,29.110425,0.0
1902,1902.0,0.38172437000000004,9.58995,9.825975,38.982225,9.2058,23.567325,14.598525,10.588049999999999,33.589275,39.023175,32.688975,28.872674999999997,0.0
1903,1903.0,2.44312334,9.588975,9.953850000000001,38.9298,9.166125000000001,23.16165,15.061275000000002,10.549575,33.539100000000005,39.035775,32.5935,29.110425,0.0
1904,1904.0,0.01313944,9.959325,11.75805,41.070449999999994,8.848575,18.95385,18.3801,11.322,33.099525,40.187475,37.747425,30.838724999999997,0.0
1905,1905.0,0.0022758500000000003,9.959325,11.75805,41.070449999999994,8.848575,18.95385,18.3801,11.322,33.099525,40.187475,37.747425,30.838724999999997,0.0
1906,1906.0,1.15849288,9.959325,11.75805,41.070449999999994,8.848575,18.95385,18.3801,11.322,33.099525,40.187475,37.747425,30.838724999999997,0.0
